id,text,created_at,user,retweet_count,favorite_count,sentiment
1974149908,@600block can't dm @tompoe because he doesn't follow me but i want a kitten ,2009-05-30 13:25:30-07:00,stalexstreet,32,14586,NEGATIVE
1551587324,"67 degrees, but here comes the rain  ",2009-04-18 10:20:05-07:00,dabs7,2549,10726,NEGATIVE
2054244991,@kristianc Well it was a long day and I became very hungry and spent most of my time getting home in the rain  lol,2009-06-06 07:48:04-07:00,andrewackroyd,355,9550,NEGATIVE
2004477293,@VSteveley no not in this country ,2009-06-02 09:08:43-07:00,RogtheDodge79,6031,12467,POSITIVE
2064422165,@ainorookie yessssssssss i can i can ,2009-06-07 07:06:20-07:00,Denissahady,5302,10111,POSITIVE
1679453507,@xNitsuj LOLL they're so cuuuuttteeee. Got me thinking of bird flu LOL. I just left them ,2009-05-02 10:16:33-07:00,crrystalbabe,1936,10769,NEGATIVE
1999986302,goodnight hon. sleep well. miss ya too ,2009-06-01 22:04:22-07:00,GreyWolf3138,7825,9699,POSITIVE
2197392901,@KrissyKiss damn where's the twitter police at...I just been threaten  lol,2009-06-16 14:36:32-07:00,D_AMAZIN,5383,10126,NEGATIVE
1976773707,hoping tomorrow goes better. two bad races and garden work today   got a new song or two down though,2009-05-30 19:54:45-07:00,saltwatersins,1151,8321,NEGATIVE
1936101135,"playing with the free app iDaft, great little thing ",2009-05-27 08:20:26-07:00,Hooded,1269,5323,POSITIVE
1986234363,Not enough Andy on the MTV Movie Awards ,2009-05-31 19:24:56-07:00,slytherins,9530,3985,NEGATIVE
2183070154,"@alydenisof  teething .. around 3 months  and weeeeee it's fun. get sleepy, cranky, fever &amp; rash sometimes,  more drool, and chewing",2009-06-15 14:53:26-07:00,HFWrose,4627,10680,POSITIVE
1967942658,@mrsflinger HAHA!  That's too funny!  I just copied and pasted from another's tweet.  I hadn't realized it was the wrong twitter addy.  ,2009-05-29 21:22:20-07:00,no_watch_me,4109,17385,POSITIVE
1832949283,"@lovenicoleee I ACTUALLY AM GOING TO WARPED TOUR! (: I got my ticket in the mail a week ago.  Holy shit he's beautiful, haha.",2009-05-17 22:46:55-07:00,Chiggyx3,4798,10674,POSITIVE
2053216491,"@ronnyvengeance i wanna eat the guy all the way to the right, lookin' at his tie. he's heaps cute ",2009-06-06 04:36:55-07:00,x33ieroNINJA,2712,376,POSITIVE
1759932404,@brownson5th saw star trek last night! i loved it..have not seen the skit yet..i'll have to look online for it. ,2009-05-10 21:09:47-07:00,evillittlekiwi,6304,1885,POSITIVE
2216738582,@Jonasbrothers your tweets seriously suck ,2009-06-17 20:47:10-07:00,cassfern,1050,17651,NEGATIVE
1833588592,@mahafreed @ankita_gaba read the Hindi Diwas entry in TOI... good going... cheers ,2009-05-18 00:39:42-07:00,sachinuppal,1580,1141,POSITIVE
2064771371,"@Loki7281 then visit my home?  BTW Taxa is here, @Nimelen",2009-06-07 08:00:50-07:00,TrizDarmon,9672,5930,POSITIVE
2174863799,"Really? No Sugarcubes? For shame, Synnah! They really are good ",2009-06-15 00:22:48-07:00,Shellei,5641,15470,POSITIVE
1827463037,@SHERRELLA so what did you get into last night mami.Hit any spots or anything!had a shoot for da movie I'm playing in was all work for me ,2009-05-17 11:38:48-07:00,nollywoodstar,5847,4794,NEGATIVE
2190246984,@haylsnail Hahahaha oops.... It's just some of your last few tweets have been kinda emoish ,2009-06-16 03:03:59-07:00,sam_mul,3014,3135,POSITIVE
1985610779,"@alanaCOOPS OH. well, danggit you suck for reminding me -.- well BRAH, you arent going to, caz you love me ",2009-05-31 18:19:16-07:00,NICKL3PICKL3,9824,17166,POSITIVE
1971634507,Got locked in the pressure room in Unreal Tournament ,2009-05-30 08:26:07-07:00,wookoouk,4472,9013,NEGATIVE
1981150812,let the hardcore revision commence..  http://twitpic.com/6c4pm,2009-05-31 09:24:58-07:00,rachaelouise,5361,1950,NEGATIVE
2187483590,Would anyone in Dalton like to dog sit Arnie and Schwartz Saturday and Saturday night??? I know you do ,2009-06-15 21:13:55-07:00,lindsCbennett,2825,8579,POSITIVE
1468252540,@Neil_Duckett Cool pics. In Kyoto geisha are usually called &quot;Maiko&quot; ,2009-04-07 01:26:28-07:00,akikohayashi,8519,8852,POSITIVE
1990374080,New twitter design made from TE50.com remember to visit my website http://www.ahgk.dk ,2009-06-01 05:34:38-07:00,ahgk,5156,1267,POSITIVE
1990061263,@Dannymcfly hey! hope the gig went ok!  Brazil ay that must have been frigging awesome!,2009-06-01 04:38:09-07:00,LaurenRiou,9325,14628,POSITIVE
2014925617,; summmmmer time ,2009-06-03 04:01:23-07:00,KyMcG,8356,6810,POSITIVE
1970942803,@Tinascarlette your at tea in w.more...     I'm at stoopid westfield getting garms!!,2009-05-30 06:37:17-07:00,kiewallace,8024,8177,NEGATIVE
1880829056,@Gailporter was great to have @SuziePerry back on TGS (watched it on Sky+ last night) but we did miss you. Shame you can't both do it ,2009-05-22 03:32:09-07:00,CyberEmma,8172,18472,NEGATIVE
2295315731,missed shane on tv.  checking youtube now.,2009-06-23 08:39:08-07:00,liveDANGEROUS,9148,18291,NEGATIVE
2053218819,Is listening to some you me at six and is thinking i actually love them  Cant wait for the weekend  going yo be tip top (:,2009-06-06 04:37:29-07:00,Sexualage,8975,17075,POSITIVE
1993924068,My throat aches.  why is it you feel the weakest and most abandoned when your ill?,2009-06-01 12:01:25-07:00,kassykassandra,3375,8284,NEGATIVE
1834562081,"i want that blue blazer i found at Kashieca, kaya lang i have to wait for it to go on sale  sana meron pa, haha",2009-05-18 04:17:24-07:00,maconcon,5832,5417,NEGATIVE
2071177263,It's nice when you meet a distant friend's new spouse for the first time and they turn out to be really cool. I have seen the opposite. ,2009-06-07 19:50:56-07:00,grungydan,7988,8150,POSITIVE
1967818028,"@jeffcutler re: mt auburn: was there in ER last Sunday. Quite efficient. Too many #swineflu wannabees waiting  If ur not sick, u will be.",2009-05-29 21:08:53-07:00,ramonk,1396,17031,NEGATIVE
2013648044,chem exam. having a bad day. blah. newcastle shopping after exam. I need to buy new sunglasses because i lost mine ,2009-06-03 00:05:10-07:00,Dani_xo,5190,3687,NEGATIVE
1694201479,gahhhh homework. masterchef in half an hour! hahah and the recruits ,2009-05-04 02:25:21-07:00,britterina,2623,7538,POSITIVE
2246547254,Just got kicked out of my house by my mom.... fucking sweet. I need to find a place to stay. ,2009-06-19 18:38:39-07:00,AlltidSlask,9853,6766,NEGATIVE
1932787785,@crowdSPRING Thank you very much!!!  it's working!!!,2009-05-26 23:06:11-07:00,fangora,6558,18750,POSITIVE
2245192210,Seeing UP tonight...but I really need to see the purposal and the hangover  someone take me right now.,2009-06-19 16:40:09-07:00,MeganEby,6979,6469,NEGATIVE
1989131866,last night.. heavy! @vanessafreeman is sick @mashibeats smacked it @btawiah jumped on and my cheeks hurt from the grinning then i left ,2009-06-01 01:20:00-07:00,MissBabySol,4737,3884,NEGATIVE
2001062346,which moments are those exactly?  not everyone is like jon &amp; kate or the divorce rate would be a lot higher,2009-06-02 00:36:56-07:00,mgrimes,168,6164,POSITIVE
2053088443,I don't have time to eat #breakfast today!!!  Any tips for a quick on-the-go #breakfast?,2009-06-06 04:06:32-07:00,Breakfasthere,3556,17010,NEGATIVE
2051393093,"@lydsant NO, NOT AT ALL. Although I kinda wish it was.  What's your latest tweet about? You're worrying me! Miss you.",2009-06-05 22:47:10-07:00,amandamachado,1073,12304,NEGATIVE
1558885768,@BrendanDeBeasi The dark stroke defines it much better..nice work. Unusual icon overlay effect in tweetdeck when you mouse over your icon ,2009-04-19 10:33:25-07:00,darrengeraghty,3196,10983,POSITIVE
2252817799,@lindseygrr I miss you already  are you tweeting on your phoone??,2009-06-20 07:56:21-07:00,nikkiface07,9639,4839,NEGATIVE
2065013000,"...again, watching Tru Calling ",2009-06-07 08:34:53-07:00,MadeleineAyera,7975,16853,POSITIVE
2016018408,marshmallow bookmarks are a GO. finally  should have in about a week,2009-06-03 06:53:27-07:00,thirteen_moons,6089,17026,POSITIVE
1752976672,@ztnewetnorb og ... DAMN thats hard... idk LOL probs Bradie cos Brendon has Sarah... damn girl  so jealous.,2009-05-10 00:32:45-07:00,twebbstack,8225,19058,NEGATIVE
2203501344,"@IamSB Yes, even I liked the new version of skype, however it is only for Windows  ... Waiting for linux version of it.",2009-06-17 00:45:55-07:00,ajaylulia,8884,16995,NEGATIVE
1989692175,@bing has not indexed my blog ,2009-06-01 03:21:00-07:00,ascordellis,6850,14788,NEGATIVE
1957606987,Ok. I have to go lie down. Dentist rules. Hahaha. be back later. ,2009-05-29 01:54:47-07:00,dopeydoo,2420,17272,POSITIVE
1564281997,"i just hit myself in the eye with my headphones. owwie  well, just above my eye. not in my eyeball haha",2009-04-20 03:35:56-07:00,catherinestack,5790,10991,NEGATIVE
2014514900,"Lucnh.Sleep 2,5 h tday only  Party tonight! EXAM ON FRIDAY FFS! Later Cleaning the house, laundry, cook food.NEED SLEEP! Pick up S.",2009-06-03 02:40:25-07:00,aleeng_che,6815,1675,NEGATIVE
2211043688,rebuilding ma old guitar cut two fingers already ,2009-06-17 13:14:31-07:00,Lanolinpunk,9633,108,NEGATIVE
1978565939,@starlingpoet She calls it Winterpeg also..and The 'Peg. LOL. She said the Riders won the last game...and Go Blue Bombers!!  ,2009-05-31 00:38:26-07:00,AClockworkToad,3211,9405,POSITIVE
2058826956,"wake up on the same time with my sister, but different destination.. me: ipcc, she: singapore.. whooaa..  morning everyone!!",2009-06-06 16:35:20-07:00,ronald_sunandar,6984,9104,POSITIVE
1976836721,.@Boddingtons hey Princess!!! it was great talking to you last night! ,2009-05-30 20:07:18-07:00,tsarnick,2303,2562,POSITIVE
1686530971,"up not too long ago, playing some online games!? yesss ",2009-05-03 06:42:14-07:00,woomeg,4213,18024,POSITIVE
2178367818,@aiki14 then you are part of the 1st reason: sharing coz it doesnt adversely affetc your own trades...  $$,2009-06-15 08:28:54-07:00,infovestment,7612,6486,POSITIVE
1557872934,@nickylaa  I have a verly long day tomorrow ,2009-04-19 07:15:44-07:00,LooveTwilight,5961,14346,NEGATIVE
1834810085,LMFAO...HEY! we're the show fo sho. HEY! ,2009-05-18 05:09:30-07:00,erinnncatherine,3485,14660,POSITIVE
2048473718,BOOOOOOOOOORED.    Someone on the TV just said intriguing.   I love that word  http://tinyurl.com/px53wr,2009-06-05 16:08:25-07:00,TamzinCormican,7193,5631,POSITIVE
2188925666,@youkeunoh I LOVE the color of these photos! You are so talented... you captured their personalities perfectly! ,2009-06-15 23:44:28-07:00,eyvette,953,18629,POSITIVE
1792194243,chilling...cant wait to go home ,2009-05-13 23:17:52-07:00,pjfortes,5103,8531,POSITIVE
1468598987,My best friend Amy is coming round today to i've got to clean the house  and i've got to find my amp cable,2009-04-07 03:31:48-07:00,RockChick182,8845,1355,NEGATIVE
1573066948,mmmm orange jell tastes sweeter when you dont leave any 4 dad ,2009-04-21 00:28:22-07:00,etihwharas,2684,4073,POSITIVE
1824654340,"@SwanLover I maded you a caek, but i eated it ",2009-05-17 03:13:03-07:00,foshjedi2004,5965,4598,NEGATIVE
1999811652,"I am sad because I can not see RAW, someone knows what happened? Can anybody help me please ",2009-06-01 21:45:02-07:00,Akasha_CM,1308,9343,NEGATIVE
2185367066,can't concentrate on studyingggg  i keep going to the comp/tv/kitchen lol! ,2009-06-15 18:09:29-07:00,ohrio,5905,7508,NEGATIVE
2066392131,@LucasCruikshank i know tell me about it its been raining all day here ,2009-06-07 11:19:01-07:00,alice2k67,4501,17330,NEGATIVE
2015556727,Watching Charlie Bartlett  about to cut fritzles hair fun fun fun,2009-06-03 05:51:25-07:00,kaatincontrol,1757,13911,POSITIVE
1687370153,"I just woke up to some pretty amazing people, things don't get much better then this ",2009-05-03 09:23:57-07:00,ayebuzz,8858,6189,POSITIVE
2002183497,@Maddieque Hey  Just got back from school. How about you?,2009-06-02 04:18:22-07:00,DaisyReyes,6355,18207,POSITIVE
2058305246,is sleepy and wants to go home and rest. No rest since the Palawan trip.   http://plurk.com/p/yy7hc,2009-06-06 15:33:28-07:00,imaHOTDANCER,7208,8066,NEGATIVE
1833617649,having a party. ,2009-05-18 00:45:37-07:00,DannysUltimatum,4354,7839,POSITIVE
2065335896,@savina_donitia i wish i was at the pool getting a tan! im at work so sad ,2009-06-07 09:16:07-07:00,louise_la,8923,1051,NEGATIVE
2071543103,ugh 6 hours with mr. hawkins does not make for a happy jackie.  and more tomorrow...not at all looking forward to it....,2009-06-07 20:27:00-07:00,JackLLe,5765,9826,NEGATIVE
1979649746,"@AnthonyCallea saw it in London, she is incredible ",2009-05-31 04:50:00-07:00,danidelle23,8525,5187,POSITIVE
2184474354,"@lifeisnocheese ahahaha, i am already failing so hard and i've only done jillian's face. it doesn't look like her at all ",2009-06-15 16:50:56-07:00,banhart,9315,2331,NEGATIVE
1685346903,@dreaktheNight Get yourself a profile image! ,2009-05-03 00:53:18-07:00,ddoodm,4509,13690,POSITIVE
1834526391,"Oh yeah, this week has already started off great! ",2009-05-18 04:09:16-07:00,Chelly527,7252,1545,POSITIVE
2069883313,"Just as one wakes to a carpet of white dung when it snows overnight, I'm worried I'll wake to an EU parliament full of racists. #hitler ",2009-06-07 17:35:13-07:00,pubby,3563,2767,NEGATIVE
2328131587,@Heather_Paige i know i know! bad bella  hopefully on my lunch break i can do a lil sumthn sumthn lol,2009-06-25 10:05:26-07:00,TheBellaShow,9983,7190,NEGATIVE
2326691318,"@TomFelton I am suprised you do not have scalp issues after all the dying process. That has to hurt, you have my total sympathy ",2009-06-25 08:15:59-07:00,DianaRN,1433,1193,NEGATIVE
2257565039,"@HarrisonPainter  Oops, hit wrong message -- called you Brandon!  Thx, Harrison!",2009-06-20 15:25:19-07:00,johndavidmann,6590,2031,NEGATIVE
1983485550,I am reminded how much I hate summer heat  Headed back home.,2009-05-31 14:07:51-07:00,wcdarling,1389,13853,NEGATIVE
2015043455,@annieliang  I know the feeling... cheer up babe!,2009-06-03 04:24:22-07:00,ssensibleheart,2847,19653,NEGATIVE
2063999736,i sang in church today ,2009-06-07 05:45:56-07:00,LilleLelle,5184,3230,POSITIVE
2282482978,"@unknownsnapper My mum used to have one of those, but she sold it years ago  Got an AE-1 Program for backup if the T90 snuffs it though.",2009-06-22 12:18:33-07:00,technex,2174,18810,NEGATIVE
1824084729,Some times the time stops moving it looks like it has been several days when it has been just 15 hours and something since I got going ,2009-05-17 00:52:40-07:00,simarp,9346,9418,NEGATIVE
2176642091,@polonapajk What!?!? WTF ,2009-06-15 05:17:03-07:00,gregorzalaznik,7520,333,POSITIVE
2062795917,havin an awesum time wit auntie jen n fam ,2009-06-07 01:12:38-07:00,St3phy19,9801,11900,POSITIVE
1694117544,Back to stressful work. ughhhh. meetings all day. ,2009-05-04 02:02:57-07:00,Soulvich,4714,6110,NEGATIVE
2176245072,@adrianshannon freak! how could they have named the place bung hole...maybe Beavis or Butthead own the joint ,2009-06-15 04:13:03-07:00,rodzmoodley,6473,4875,POSITIVE
1972809309,@VAStateParks Nope. Both buttons still disabled. ,2009-05-30 10:48:46-07:00,KimberlySaia,6375,14844,NEGATIVE
2326480313,"@MerryLark yeah, I can't seem to find a reliable source to determine if kiwi really is ok. Tweets from iran are on a serious decline ",2009-06-25 07:58:52-07:00,soundhunter,5492,2759,NEGATIVE
2177502239,@zeeaziz 15 hours? shite!! we'll try to keep you entertained don't stress! ,2009-06-15 07:06:10-07:00,Filsaa,5961,17083,POSITIVE
1882449017,The president's limo just arrived! ,2009-05-22 07:46:36-07:00,Connorrr,7936,16142,POSITIVE
2324223855,"I am getting used to all this sun, on a day off as well. Wish Maria would stop finding me 'little jobs' to do ",2009-06-25 03:29:31-07:00,theglimmerroom,8083,638,NEGATIVE
1964767242,Greg Pritchard was robbed  ii am too gutted for words ,2009-05-29 15:39:19-07:00,KelsieAyeeepppx,9076,13672,NEGATIVE
2051270714,Twitter back up... and running super slow ,2009-06-05 22:18:56-07:00,BC__,7636,9890,NEGATIVE
1984664966,@CharlesBuffett  Sorry Charles. Just saw this email now.  Hope it was enjoyable. ,2009-05-31 16:26:31-07:00,KristinaMills,2262,5272,POSITIVE
2326159109,@officialmgnfox  sorry about ur pretty kitty,2009-06-25 07:31:21-07:00,JackieEffinP,4018,18980,NEGATIVE
1565255587,yay Kanon has a boxset now. need to get this at some point and watch it again. alone so nobody sees my soul being crushed. ,2009-04-20 07:11:30-07:00,valsu,4036,11813,NEGATIVE
2181789937,my twitt game slackin  -- meaning I haven't been on in a while,2009-06-15 13:11:00-07:00,NEVERxORDINARY,4190,11233,NEGATIVE
2047769899,"@mslimmer, if you are playing with me I can't tell  but do a search for #moac09 and you will see all updates with that hashtag",2009-06-05 15:02:12-07:00,elhorner,7179,8416,POSITIVE
1988689996,how are people putting progress bars in their lj? i want to do that ,2009-05-31 23:58:38-07:00,rockmyway,76,14492,NEGATIVE
1675932110,is tired! ... But I'm soo STOKED for this! Rock Out With Your Cock Out! Yay!!! ,2009-05-01 21:33:33-07:00,JuneLee,9351,18415,POSITIVE
2244912710,Shakira replied to PerezHilton and not me. ,2009-06-19 16:16:33-07:00,dhri,6320,255,NEGATIVE
1468117553,Paddington! Is *so* nearly home ,2009-04-07 00:41:36-07:00,coplandmj,7478,17583,POSITIVE
2237885338,Today seems daunting. I have lots of homework then a long drive and hanging out with sis. And the baby has already threatened me ,2009-06-19 07:23:31-07:00,Caellainn,6173,16343,NEGATIVE
1752847425,"@theraddy post pictures of Robin making his Special Faces. Maybe it will make you lol, at least. ",2009-05-10 00:04:44-07:00,THEquickpixie,4809,19861,NEGATIVE
1835672308,"ooops it's been a bit since i've been here. what can i say? work, family + oh ya, golfing fills up a man's days rather quickly  how r u?",2009-05-18 07:23:32-07:00,wilfekeci,3397,12550,POSITIVE
1977830223,@jojoking85 bby cakes lol its @ginachristine14  not @gimchristine14 lol she's gunna be mad ,2009-05-30 22:41:24-07:00,shrimpiiiii,6055,19231,NEGATIVE
1828070096,@OperationA how did u get all thoses followers? i only have 6 ,2009-05-17 12:54:39-07:00,Wingkit,343,9308,NEGATIVE
1961811264,going out in ten minutess  bye twitter xxxx,2009-05-29 10:57:47-07:00,claireyjonesy,8983,16448,POSITIVE
1880383577,"@emoly28 dang it, coooome. i don't know, just chillin' i think ",2009-05-22 01:55:49-07:00,hankmoody_,1409,5798,POSITIVE
2049397387,@Koppite4004 That's the thing. We've lost trust now in any investors cos we showed faith to these two punks. Just want it fixed quickly. ,2009-06-05 17:41:35-07:00,LittleLiverbird,5388,10568,NEGATIVE
2058433102,@MichaelM_Live  Really enjoyed the show tonite  You give the best action on tele ;p,2009-06-06 15:48:58-07:00,glittergurl,2755,3171,POSITIVE
1694062950,Have to learn biology.  That's too much for my brain.,2009-05-04 01:48:16-07:00,p206xs,6854,8476,NEGATIVE
2047436081,@TickleMeJoey loved ur hair in the live chat last night ,2009-06-05 14:32:00-07:00,JonasGirl4ever,9613,14646,POSITIVE
2177602734,@Primevalfans I hope someone dose. Becase itv have axed it ,2009-06-15 07:16:30-07:00,19jim47,6771,3985,NEGATIVE
2045824865,@lovesickass You sound like me. Except I can't go to bed yet. ,2009-06-05 12:10:27-07:00,twheresweevil,460,19667,NEGATIVE
1553207767,pastor david blew the roof off the place this morning in the message!! pastor tom is headin home now  1229TIME!,2009-04-18 14:32:18-07:00,220life,1519,13411,NEGATIVE
2068926626,I think I might cry. The #apprentice dream is over for another year ,2009-06-07 15:50:18-07:00,Apprentice_AOL,6866,9876,NEGATIVE
2189346901,looking on C# and asp.net code...  but looking forward for my one year old jacket project.,2009-06-16 00:42:32-07:00,nullkru,8191,15169,NEGATIVE
2191508992,im to scared to explore  lol @thisismoe5,2009-06-16 06:18:27-07:00,niya7788,687,17687,NEGATIVE
1554464622,@dannywood Hi Danny! I wish I could be there. Trying to call and it's gone to voice messages. Want to call me?  Have to ask.  iTwat,2009-04-18 17:57:05-07:00,magicalspirit,2110,17966,POSITIVE
2247756998,lol i am being so legit on neopets rn. i'm trading and everything. SOMEONE PLAY WITH ME ,2009-06-19 20:27:41-07:00,umbrellatrees,8233,18037,NEGATIVE
1979468603,so excited to see him ,2009-05-31 04:03:41-07:00,kayeriot,8983,5683,POSITIVE
1960478952,"well, well.. tweet more later! ",2009-05-29 08:54:43-07:00,Agnie91,3042,18596,POSITIVE
1963414042,@_Joss Helloooooo!! Twit twit twit! ,2009-05-29 13:34:14-07:00,irieleah,1372,5261,POSITIVE
2246322766,@gillianre Haha exactly.. The guys will be hitting the stage shortly.. Wish we were there.. ,2009-06-19 18:18:25-07:00,Nusretnina,3044,11209,NEGATIVE
2050248190,@romaineami I know.  I love how we're havin two different convos in two different places. what next ? a diff convo on myspace ? lol,2009-06-05 19:12:57-07:00,LDinh,5592,18563,POSITIVE
2191564303,"@maryannehobbs Respec  I wish I was going... I'm getting stuff together for my mix as i type, it's gonna b fire!",2009-06-16 06:25:11-07:00,shortstuffmusic,3409,6876,POSITIVE
2044603229,@dinkydudette I'm glad you thought that was a little funny ma'am. ,2009-06-05 10:28:11-07:00,BrettJohnson81,2737,19170,POSITIVE
2235250588,"I don't understand men, do they all have a one track mind? ",2009-06-19 01:39:26-07:00,selphykitty,6239,645,NEGATIVE
2057260607,Still no exchange love for the pre ,2009-06-06 13:33:16-07:00,krismon,2191,17230,NEGATIVE
2062977410,Finna head to the airport. Vacation almost over ,2009-06-07 01:49:39-07:00,Dre_704,7532,2664,NEGATIVE
1991759355,"@piilow i'm bored, too. and the weather sucks ",2009-06-01 08:29:53-07:00,xJessiiix,7934,13106,NEGATIVE
1753434854,@InvisibleOrchid Thank you  I'd share my sundae with you but it's really late and @dr_crane says we shouldn't tell people where we are,2009-05-10 02:30:21-07:00,t_schiff,1253,19779,POSITIVE
1961920845,thanx 4 the FF luv  @HypedEnt @aussie_angel @TruckerDesiree @kateluvs23 @drscoundrels @SeanRuiz @ArnaudJacobs @arosefull @filipalinhares,2009-05-29 11:07:47-07:00,CajunFerreira,9453,12427,POSITIVE
2070037553,"@raatz @UCsmiles @Peterliu47 Sorry I can't make it, I don't want to get y'all sick ",2009-06-07 17:52:22-07:00,DJSMOOK,5317,4850,NEGATIVE
2176783508,My stomach hurts cause I'm not really eating this week...I need to save money for Panama City...SO FAR AWAY ,2009-06-15 05:37:42-07:00,Brock1985,5835,7613,NEGATIVE
2059401932,i miss the shit out of my HU favs!! ,2009-06-06 17:44:39-07:00,Megan_cupcake,7243,5877,NEGATIVE
1967680440,LOVES GIRL BANDS  ASIA WHITEACRE MILLIONAIRES LIGHTS THE COLOR PURPLE NEW ALASKA HEY MONDAY HAIL YOUR HIGHNESS AND MORE &lt;33333,2009-05-29 20:54:24-07:00,JordanForce5,5652,6678,POSITIVE
1687041710,can't wait til summer. Only a few more weeks. ,2009-05-03 08:28:25-07:00,omfgkelsey8,5738,13972,POSITIVE
2062228305,"Everyone was worried about me, but i am fine. ",2009-06-06 23:32:33-07:00,glitterxface,5396,6216,NEGATIVE
1981894774,Had to call 311 this morning to help a poor baby seal that was stranded near the pier!   http://twitpic.com/6cby1,2009-05-31 10:59:33-07:00,kimbobo,492,7660,NEGATIVE
1970474616,It sucks to log out from HEX. ,2009-05-30 04:53:53-07:00,starspark,1702,949,NEGATIVE
2051061977,@IslandBoyBob I wasn't invited!?!? ,2009-06-05 20:40:32-07:00,thebeachgirl,4756,11416,NEGATIVE
1827528199,  Thank you.    @Kyauphie,2009-05-17 11:47:09-07:00,sroxy,3102,2503,POSITIVE
2264579483,@dawnipoo I stole your last 3 pounds ,2009-06-21 05:12:01-07:00,simondowling,9058,5416,NEGATIVE
2327395298,Check out my new site at www.cagas.info  Have a cool day 100+ here in Sacramento today ,2009-06-25 09:10:33-07:00,jeffstowe,1665,7745,NEGATIVE
2190871871,Current fave. Hi-Def or HD Make Up  http://bit.ly/TsHOB,2009-06-16 04:50:25-07:00,paintingfaces,603,4210,POSITIVE
2053378205,crashing at Briar's cribwith Georgia ,2009-06-06 05:13:21-07:00,BrookeNxo,2529,9669,POSITIVE
1685426526,Post Edited: Kampfhund  (#url#) http://cli.gs/4JZX8g,2009-05-03 01:13:27-07:00,v61arbilac,1205,5706,POSITIVE
2253480898,@oh_deanna Holy crap!!!    Sending good health vibes in your family's direction.,2009-06-20 09:07:33-07:00,brandie,9184,24,NEGATIVE
2288210745,sad 4 kate  but can't wait 2 watch real housewives reunion,2009-06-22 19:44:56-07:00,sharpjes,1462,3479,NEGATIVE
1983675789,@luizamacedo Hahahaha!!! Vc comprou os livros em ingres ou portugues? Please tell me it was Engrish ,2009-05-31 14:29:54-07:00,gorgeousgraham,8759,13875,POSITIVE
2016767666,@Skaty_G Awww honey  I know how it feels...not done as much hours as you this week but been stuck in office whilst sun shines   xx,2009-06-03 08:12:43-07:00,MissCarrie29,2485,14422,NEGATIVE
1684950562,Bamboozle seems so fun. Sucks it`s impossible to go ,2009-05-02 23:26:21-07:00,carmelaramirez,9353,8906,NEGATIVE
1557602088,"only 3,5 months left!!! ",2009-04-19 05:56:58-07:00,tiiamaria,1715,8230,POSITIVE
1976915470,@reginaestacio me too. its depressing. ,2009-05-30 20:25:53-07:00,helloalee,5350,8034,NEGATIVE
2064248651,"@JancisRobinson US from lesser known regions? e.g. Virginia, New York ",2009-06-07 06:35:39-07:00,oenotype,597,5133,POSITIVE
2067993534,I wish i had a car ,2009-06-07 14:11:49-07:00,emmamatt1989,6213,3626,NEGATIVE
1563807026,"@anoah33 there's a rumor that there will be a new live action movie based on the cowboy bebop anime series, starring keanu in the lead. ",2009-04-20 01:14:17-07:00,GreenCupcake,4592,11378,NEGATIVE
1971028243,a long long weekend full of party and time together with my girlfriend  good thing,2009-05-30 06:53:18-07:00,horroschau,2052,15464,POSITIVE
